x,y,stiffness
0.0,0.0,10000384.122966617
0.5,0.0,10000420.201325001
1.0,0.0,10000456.692970533
1.5,0.0,10000493.14090505
2.0,0.0,10000529.051018387
2.5,0.0,10000563.90241456
3.0,0.0,10000597.159423012
3.5,0.0,10000628.284936301
4.0,0.0,10000656.754629306
4.5,0.0,10000682.071546305
5.0,0.0,10000703.78049704
5.5,0.0,10000721.481684603
6.0,0.0,10000734.842999298
6.5,0.0,10000743.61045398
7.0,0.0,10000747.616306426
7.5,0.0,10000746.784509607
8.0,0.0,10000741.133246472
8.5,0.0,10000730.774435297
9.0,0.0,10000715.910227632
9.5,0.0,10000696.826655336
10.0,0.0,10000673.884708447
10.5,0.0,10000647.509234754
11.0,0.0,10000618.17613848
11.5,0.0,10000586.398415899
12.0,0.0,10000552.711596444
12.5,0.0,10000517.659159198
13.0,0.0,10000481.778467279
13.5,0.0,10000445.587709868
14.0,0.0,10000409.574267855
14.5,0.0,10000374.184829907
15.0,0.0,10000339.817487126
15.5,0.0,10000306.815932753
16.0,0.0,10000275.465794498
16.5,0.0,10000245.993036045
17.0,0.0,10000218.564285433
17.5,0.0,10000193.288884467
18.0,0.0,10000170.222406382
18.5,0.0,10000149.371359553
19.0,0.0,10000130.69878216
19.5,0.0,10000114.130434949
20.0,0.0,10000099.561314037
20.5,0.0,10000086.862230737
21.0,0.0,10000075.886237329
21.5,0.0,10000066.47471405
22.0,0.0,10000058.46297079
22.5,0.0,10000051.685254553
23.0,0.0,10000045.979089618
23.5,0.0,10000041.188909631
24.0,0.0,10000037.168969564
24.5,0.0,10000033.785549624
25.0,0.0,10000030.91848337
25.5,0.0,10000028.462058175
26.0,0.0,10000026.325348541
26.5,0.0,10000024.432051629
27.0,0.0,10000022.719900245
27.5,0.0,10000021.139731845
28.0,0.0,10000019.654292675
28.5,0.0,10000018.23685481
29.0,0.0,10000016.869720181
29.5,0.0,10000015.542680258
0.0,0.5,10000408.595706161
0.5,0.5,10000446.93137692
1.0,0.5,10000485.699512286
1.5,0.5,10000524.414018478
2.0,0.5,10000562.549521921
2.5,0.5,10000599.552367289
3.0,0.5,10000634.853401143
3.5,0.5,10000667.882158851
4.0,0.5,10000698.081980981
4.5,0.5,10000724.925512746
5.0,0.5,10000747.929992348
5.5,0.5,10000766.671715092
6.0,0.5,10000780.799072605
6.5,0.5,10000790.043610856
7.0,0.5,10000794.228625406
7.5,0.5,10000793.274914004
8.0,0.5,10000787.203429626
8.5,0.5,10000776.134714788
9.0,0.5,10000760.285142291
9.5,0.5,10000739.96013024
10.0,0.5,10000715.544631993
10.5,0.5,10000687.49131712
11.0,0.5,10000656.306951145
11.5,0.5,10000622.537545273
12.0,0.5,10000586.752879793
12.5,0.5,10000549.531005617
13.0,0.5,10000511.443299165
13.5,0.5,10000473.04058949
14.0,0.5,10000434.840798186
14.5,0.5,10000397.318437917
15.0,0.5,10000360.896210987
15.5,0.5,10000325.938841702
16.0,0.5,10000292.749171654
16.5,0.5,10000261.566451019
17.0,0.5,10000232.566675812
17.5,0.5,10000205.864753876
18.0,0.5,10000181.518233126
18.5,0.5,10000159.532294499
19.0,0.5,10000139.865698416
19.5,0.5,10000122.437375784
20.0,0.5,10000107.13336993
20.5,0.5,10000093.813861785
21.0,0.5,10000082.320043812
21.5,0.5,10000072.480645942
22.0,0.5,10000064.117956227
22.5,0.5,10000057.053218149
23.0,0.5,10000051.111323545
23.5,0.5,10000046.124754023
24.0,0.5,10000041.936753646
24.5,0.5,10000038.40374138
25.0,0.5,10000035.396993367
25.5,0.5,10000032.803642565
26.0,0.5,10000030.527057221
26.5,0.5,10000028.486670105
27.0,0.5,10000026.617337923
27.5,0.5,10000024.868314948
28.0,0.5,10000023.201926889
28.5,0.5,10000021.592030466
29.0,0.5,10000020.022341205
29.5,0.5,10000018.484706711
0.0,1.0,10000433.3147281
0.5,1.0,10000473.9258572
1.0,1.0,10000514.988039033
1.5,1.0,10000555.985796506
2.0,1.0,10000596.362205137
2.5,1.0,10000635.530571327
3.0,1.0,10000672.887996959
3.5,1.0,10000707.830424113
4.0,1.0,10000739.768656852
4.5,1.0,10000768.14478052
5.0,1.0,10000792.448348861
5.5,1.0,10000812.231689576
6.0,1.0,10000827.123692695
6.5,1.0,10000836.841493385
7.0,1.0,10000841.199540617
7.5,1.0,10000840.115650857
8.0,1.0,10000833.613776585
8.5,1.0,10000821.823365347
9.0,1.0,10000804.975337755
9.5,1.0,10000783.394863928
10.0,1.0,10000757.491258083
10.5,1.0,10000727.745432863
11.0,1.0,10000694.69545163
11.5,1.0,10000658.920783632
12.0,1.0,10000621.025900802
12.5,1.0,10000581.623855466
13.0,1.0,10000541.320446815
13.5,1.0,10000500.69952424
14.0,1.0,10000460.309892645
14.5,1.0,10000420.654184658
15.0,1.0,10000382.179954462
15.5,1.0,10000345.273134345
16.0,1.0,10000310.25388495
16.5,1.0,10000277.374769049
17.0,1.0,10000246.821091305
17.5,1.0,10000218.713175945
18.0,1.0,10000193.110302547
18.5,1.0,10000170.015987497
19.0,1.0,10000149.384284314
19.5,1.0,10000131.126778077
20.0,1.0,10000115.119965076
20.5,1.0,10000101.212735437
21.0,1.0,10000089.233710706
21.5,1.0,10000078.998227274
22.0,1.0,10000070.31479715
22.5,1.0,10000062.990918024
23.0,1.0,10000056.838142833
23.5,1.0,10000051.67635414
24.0,1.0,10000047.337219916
24.5,1.0,10000043.666834487
25.0,1.0,10000040.527571427
25.5,1.0,10000037.799194487
26.0,1.0,10000035.379288286
26.5,1.0,10000033.183082886
27.0,1.0,10000031.142755676
27.5,1.0,10000029.206300382
28.0,1.0,10000027.336056571
28.5,1.0,10000025.50699362
29.0,1.0,10000023.70484107
29.5,1.0,10000021.92415237
0.0,1.5,10000458.141076399
0.5,1.5,10000501.032727527
1.0,1.5,10000544.393277172
1.5,1.5,10000587.677743124
2.0,1.5,10000630.297542103
2.5,1.5,10000671.6328528
3.0,1.5,10000711.046965767
3.5,1.5,10000747.902189687
4.0,1.5,10000781.576781632
4.5,1.5,10000811.482288504
5.0,1.5,10000837.080634246
5.5,1.5,10000857.900267288
6.0,1.5,10000873.55069743
6.5,1.5,10000883.734802002
7.0,1.5,10000888.258365614
7.5,1.5,10000887.036431951
8.0,1.5,10000880.096184302
8.5,1.5,10000867.576225432
9.0,1.5,10000849.72228885
9.5,1.5,10000826.879572546
10.0,1.5,10000799.482034184
10.5,1.5,10000768.039114892
11.0,1.5,10000733.120460294
11.5,1.5,10000695.339277355
12.0,1.5,10000655.335000806
12.5,1.5,10000613.755943008
13.0,1.5,10000571.242567651
13.5,1.5,10000528.411964428
14.0,1.5,10000485.844014138
14.5,1.5,10000444.069628289
15.0,1.5,10000403.561331043
15.5,1.5,10000364.72633223
16.0,1.5,10000327.902124336
16.5,1.5,10000293.354530456
17.0,1.5,10000261.278038647
17.5,1.5,10000231.79818431
18.0,1.5,10000204.975688133
18.5,1.5,10000180.812022924
19.0,1.5,10000159.25606751
19.5,1.5,10000140.211507794
20.0,1.5,10000123.54466114
20.5,1.5,10000109.092427518
21.0,1.5,10000096.670105878
21.5,1.5,10000086.078853928
22.0,1.5,10000077.112611089
22.5,1.5,10000069.56434577
23.0,1.5,10000063.231527304
23.5,1.5,10000057.920759192
24.0,1.5,10000053.45154269
24.5,1.5,10000049.659168435
25.0,1.5,10000046.396758458
25.5,1.5,10000043.536502114
26.0,1.5,10000040.970147114
26.5,1.5,10000038.608821481
27.0,1.5,10000036.382273724
27.5,1.5,10000034.237627046
28.0,1.5,10000032.137748783
28.5,1.5,10000030.059338527
29.0,1.5,10000027.99083727
29.5,1.5,10000025.930255627
0.0,2.0,10000482.926617151
0.5,2.0,10000528.08996964
1.0,2.0,10000573.739171622
1.5,2.0,10000619.299790826
2.0,2.0,10000664.15166835
2.5,2.0,10000707.64196715
3.0,2.0,10000749.100306869
3.5,2.0,10000787.855530348
4.0,2.0,10000823.253540022
4.5,2.0,10000854.675558208
5.0,2.0,10000881.556110386
5.5,2.0,10000903.400009759
6.0,2.0,10000919.79763753
6.5,2.0,10000930.437867124
7.0,2.0,10000935.118069796
7.5,2.0,10000933.750759747
8.0,2.0,10000926.36658241
