x,y,stiffness
-20.0,-20.0,10000380.168905623
-19.8,-20.0,10000415.15669868
-19.6,-20.0,10000451.714832246
-19.400000000000002,-20.0,10000489.703123106
-19.200000000000003,-20.0,10000528.952991743
-19.000000000000004,-20.0,10000569.26763668
-18.800000000000004,-20.0,10000610.422758497
-18.600000000000005,-20.0,10000652.16786115
-18.400000000000006,-20.0,10000694.22814496
-18.200000000000006,-20.0,10000736.306991229
-18.000000000000007,-20.0,10000778.089022677
-17.800000000000008,-20.0,10000819.243707763
-17.60000000000001,-20.0,10000859.429460667
-17.40000000000001,-20.0,10000898.298172822
-17.20000000000001,-20.0,10000935.50009717
-17.00000000000001,-20.0,10000970.688992962
-16.80000000000001,-20.0,10001003.527427921
-16.600000000000012,-20.0,10001033.692125898
-16.400000000000013,-20.0,10001060.879242666
-16.200000000000014,-20.0,10001084.809450092
-16.000000000000014,-20.0,10001105.23271012
-15.800000000000015,-20.0,10001121.932624672
-15.600000000000016,-20.0,10001134.730255742
-15.400000000000016,-20.0,10001143.487321388
-15.200000000000017,-20.0,10001148.108687848
-15.000000000000018,-20.0,10001148.544094933
-14.800000000000018,-20.0,10001144.789070968
-14.60000000000002,-20.0,10001136.885013966
-14.40000000000002,-20.0,10001124.918436933
-14.20000000000002,-20.0,10001109.019396612
-14.000000000000021,-20.0,10001089.359145474
-13.800000000000022,-20.0,10001066.14706627
-13.600000000000023,-20.0,10001039.626965847
-13.400000000000023,-20.0,10001010.072819903
-13.200000000000024,-20.0,10000977.784072457
-13.000000000000025,-20.0,10000943.080602575
-12.800000000000026,-20.0,10000906.297476409
-12.600000000000026,-20.0,10000867.779604172
-12.400000000000027,-20.0,10000827.876420299
-12.200000000000028,-20.0,10000786.936699871
-12.000000000000028,-20.0,10000745.303616414
-11.80000000000003,-20.0,10000703.310135549
-11.60000000000003,-20.0,10000661.274826061
-11.40000000000003,-20.0,10000619.498155413
-11.200000000000031,-20.0,10000578.259321095
-11.000000000000032,-20.0,10000537.813652877
-10.800000000000033,-20.0,10000498.390604874
-10.600000000000033,-20.0,10000460.192340445
-10.400000000000034,-20.0,10000423.39289825
-10.200000000000035,-20.0,10000388.137914313
-10.000000000000036,-20.0,10000354.544863129
-9.800000000000036,-20.0,10000322.7037712
-9.600000000000037,-20.0,10000292.6783485
-9.400000000000038,-20.0,10000264.507477915
-9.200000000000038,-20.0,10000238.206999278
-9.000000000000039,-20.0,10000213.771723293
-8.80000000000004,-20.0,10000191.177611155
-8.60000000000004,-20.0,10000170.384058153
-8.400000000000041,-20.0,10000151.336223075
-8.200000000000042,-20.0,10000133.96735048
-8.000000000000043,-20.0,10000118.201038644
-7.800000000000043,-20.0,10000103.953412639
-7.600000000000044,-20.0,10000091.135168914
-7.400000000000045,-20.0,10000079.653464815
-7.2000000000000455,-20.0,10000069.4136334
-7.000000000000046,-20.0,10000060.32071055
-6.800000000000047,-20.0,10000052.280767458
-6.600000000000048,-20.0,10000045.202047216
-6.400000000000048,-20.0,10000038.99590897
-6.200000000000049,-20.0,10000033.577587249
-6.00000000000005,-20.0,10000028.866777368
-5.8000000000000504,-20.0,10000024.788060416
-5.600000000000051,-20.0,10000021.27118309
-5.400000000000052,-20.0,10000018.251208834
-5.200000000000053,-20.0,10000015.668557268
-5.000000000000053,-20.0,10000013.468948849
-4.800000000000054,-20.0,10000011.603271326
-4.600000000000055,-20.0,10000010.027383642
-4.400000000000055,-20.0,10000008.701871904
-4.200000000000056,-20.0,10000007.591770701
-4.000000000000057,-20.0,10000006.666261597
-3.8000000000000576,-20.0,10000005.898359166
-3.6000000000000583,-20.0,10000005.264593383
-3.400000000000059,-20.0,10000004.744695727
-3.2000000000000597,-20.0,10000004.321294913
-3.0000000000000604,-20.0,10000003.979626914
-2.800000000000061,-20.0,10000003.707262684
-2.600000000000062,-20.0,10000003.493855977
-2.4000000000000625,-20.0,10000003.330912707
-2.2000000000000632,-20.0,10000003.211582478
-2.000000000000064,-20.0,10000003.130472288
-1.8000000000000647,-20.0,10000003.083481828
-1.6000000000000654,-20.0,10000003.067659384
-1.400000000000066,-20.0,10000003.081076935
-1.2000000000000668,-20.0,10000003.122722892
-1.0000000000000675,-20.0,10000003.19241066
-0.8000000000000682,-20.0,10000003.29070107
-0.6000000000000689,-20.0,10000003.418836694
-0.40000000000006963,-20.0,10000003.578686036
-0.20000000000007034,-20.0,10000003.772695513
-7.105427357601002e-14,-20.0,10000004.003847243
0.19999999999992824,-20.0,10000004.275620678
0.3999999999999275,-20.0,10000004.591956217
0.5999999999999268,-20.0,10000004.957218943
0.7999999999999261,-20.0,10000005.37616088
0.9999999999999254,-20.0,10000005.85388012
1.1999999999999247,-20.0,10000006.395775467
1.399999999999924,-20.0,10000007.00749532
1.5999999999999233,-20.0,10000007.694879709
1.7999999999999226,-20.0,10000008.463894675
1.9999999999999218,-20.0,10000009.320558313
2.199999999999921,-20.0,10000010.270858156
2.3999999999999204,-20.0,10000011.320659766
2.5999999999999197,-20.0,10000012.47560677
2.799999999999919,-20.0,10000013.741012838
2.9999999999999183,-20.0,10000015.121746454
3.1999999999999176,-20.0,10000016.622109674
3.399999999999917,-20.0,10000018.245712351
3.599999999999916,-20.0,10000019.995343676
3.7999999999999154,-20.0,10000021.872843212
3.9999999999999147,-20.0,10000023.878973749
4.199999999999914,-20.0,10000026.01329875
4.399999999999913,-20.0,10000028.274067136
4.599999999999913,-20.0,10000030.65810846
4.799999999999912,-20.0,10000033.160741497
4.999999999999911,-20.0,10000035.775699269
5.1999999999999105,-20.0,10000038.495073475
5.39999999999991,-20.0,10000041.309281085
5.599999999999909,-20.0,10000044.207055582
5.799999999999908,-20.0,10000047.175464999
5.999999999999908,-20.0,10000050.199958447
6.199999999999907,-20.0,10000053.26444233
6.399999999999906,-20.0,10000056.351386787
6.5999999999999055,-20.0,10000059.441962358
6.799999999999905,-20.0,10000062.51620608
6.999999999999904,-20.0,10000065.553215599
7.199999999999903,-20.0,10000068.531369077
7.399999999999903,-20.0,10000071.428568045
7.599999999999902,-20.0,10000074.222499661
7.799999999999901,-20.0,10000076.890914194
7.9999999999999005,-20.0,10000079.411913082
8.1999999999999,-20.0,10000081.764242457
8.399999999999899,-20.0,10000083.927586673
8.599999999999898,-20.0,10000085.882856252
8.799999999999898,-20.0,10000087.612464549
8.999999999999897,-20.0,10000089.100587556
9.199999999999896,-20.0,10000090.333401488
9.399999999999896,-20.0,10000091.29929319
9.599999999999895,-20.0,10000091.98903883
9.799999999999894,-20.0,10000092.395947134
9.999999999999893,-20.0,10000092.51596396
10.199999999999893,-20.0,10000092.34773599
10.399999999999892,-20.0,10000091.892632121
10.599999999999891,-20.0,10000091.154722087
10.79999999999989,-20.0,10000090.140712786
10.99999999999989,-20.0,10000088.859843709
11.19999999999989,-20.0,10000087.323743736
11.399999999999888,-20.0,10000085.546252437
11.599999999999888,-20.0,10000083.54320969
11.799999999999887,-20.0,10000081.332218107
11.999999999999886,-20.0,10000078.932383232
12.19999999999989,-20.0,10000076.364036899
12.399999999999885,-20.0,10000073.648449285
12.59999999999988,-20.0,10000070.8075354
12.799999999999883,-20.0,10000067.863561561
12.999999999999886,-20.0,10000064.838857349
13.199999999999882,-20.0,10000061.755538123
13.399999999999878,-20.0,10000058.635242766
13.59999999999988,-20.0,10000055.49889084
13.799999999999883,-20.0,10000052.36646266
13.99999999999988,-20.0,10000049.256805206
14.199999999999875,-20.0,10000046.187465996
14.399999999999878,-20.0,10000043.174556421
14.59999999999988,-20.0,10000040.23264528
14.799999999999876,-20.0,10000037.374682548
14.999999999999872,-20.0,10000034.611952806
15.199999999999875,-20.0,10000031.954057178
15.399999999999878,-20.0,10000029.40892201
15.599999999999874,-20.0,10000026.982832214
15.79999999999987,-20.0,10000024.680486739
15.999999999999872,-20.0,10000022.505073395
16.199999999999875,-20.0,10000020.458360098
16.39999999999987,-20.0,10000018.540799465
16.599999999999866,-20.0,10000016.751643691
16.79999999999987,-20.0,10000015.089066738
16.999999999999872,-20.0,10000013.550290905
17.199999999999868,-20.0,10000012.131715128
17.399999999999864,-20.0,10000010.829042522
17.599999999999866,-20.0,10000009.637404973
17.79999999999987,-20.0,10000008.551482867
17.999999999999865,-20.0,10000007.565618366
18.19999999999986,-20.0,10000006.673920916
18.399999999999864,-20.0,10000005.870364007
18.599999999999866,-20.0,10000005.148872519
18.799999999999862,-20.0,10000004.503400186
18.999999999999858,-20.0,10000003.92799707
19.19999999999986,-20.0,10000003.416867066
19.399999999999864,-20.0,10000002.96441573
19.59999999999986,-20.0,10000002.565288832
19.799999999999855,-20.0,10000002.2144022
-20.0,-19.8,10000389.283710307
-19.8,-19.8,10000425.10815088
-19.6,-19.8,10000462.540452305
-19.400000000000002,-19.8,10000501.437083002
-19.200000000000003,-19.8,10000541.625436887
-19.000000000000004,-19.8,10000582.90401186
-18.800000000000004,-19.8,10000625.04315112
-18.600000000000005,-19.8,10000667.78637555
-18.400000000000006,-19.8,10000710.852321936
-18.200000000000006,-19.8,10000753.93728691
-18.000000000000007,-19.8,10000796.718360478
-17.800000000000008,-19.8,10000838.857116437
-17.60000000000001,-19.8,10000880.003810253
-17.40000000000001,-19.8,10000919.802018847
-17.20000000000001,-19.8,10000957.893641481
-17.00000000000001,-19.8,10000993.924167443
